,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,employee_residence_latitude,employee_residence_longitude,employee_residence_a3
2149,2149,2021,EN,FT,3D Computer Vision Researcher,20000,USD,20000,AS,0,AS,M,26.4073841,93.2551303,ASM
2150,2150,2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M,51.1638175,10.4478313,DEU
2151,2151,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M,51.1638175,10.4478313,DEU
2152,2152,2022,SE,FT,ML Engineer,243000,USD,243000,US,100,US,M,39.7837304,-100.445882,USA
2153,2153,2022,SE,FT,ML Engineer,183000,USD,183000,US,100,US,M,39.7837304,-100.445882,USA
2154,2154,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,39.7837304,-100.445882,USA
2155,2155,2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2156,2156,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,39.7837304,-100.445882,USA
2157,2157,2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,39.7837304,-100.445882,USA
2158,2158,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,39.7837304,-100.445882,USA
2159,2159,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,39.7837304,-100.445882,USA
2160,2160,2022,SE,FT,Data Engineer,178000,USD,178000,CA,0,CA,M,61.0666922,-107.991707,CAN
2161,2161,2022,SE,FT,Data Engineer,132000,USD,132000,CA,0,CA,M,61.0666922,-107.991707,CAN
2162,2162,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,39.7837304,-100.445882,USA
2163,2163,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2164,2164,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
2165,2165,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
2166,2166,2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M,39.7837304,-100.445882,USA
2167,2167,2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M,39.7837304,-100.445882,USA
2168,2168,2022,SE,FT,Data Analyst,75000,GBP,92350,GB,0,GB,M,54.7023545,-3.2765753,GBR
2169,2169,2022,SE,FT,Data Analyst,57000,GBP,70186,GB,0,GB,M,54.7023545,-3.2765753,GBR
2170,2170,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,39.7837304,-100.445882,USA
2171,2171,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,39.7837304,-100.445882,USA
2172,2172,2022,MI,FT,Machine Learning Researcher,137000,CAD,105236,CA,50,CA,L,61.0666922,-107.991707,CAN
2173,2173,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M,39.7837304,-100.445882,USA
2174,2174,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M,39.7837304,-100.445882,USA
2175,2175,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,39.7837304,-100.445882,USA
2176,2176,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2177,2177,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2178,2178,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,39.7837304,-100.445882,USA
2179,2179,2022,EN,FT,Machine Learning Engineer,189750,USD,189750,US,0,US,M,39.7837304,-100.445882,USA
2180,2180,2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M,39.7837304,-100.445882,USA
2181,2181,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2182,2182,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2183,2183,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2184,2184,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M,39.7837304,-100.445882,USA
2185,2185,2022,SE,FT,Research Engineer,250000,USD,250000,US,0,US,M,39.7837304,-100.445882,USA
2186,2186,2022,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2187,2187,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M,39.7837304,-100.445882,USA
2188,2188,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2189,2189,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2190,2190,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2191,2191,2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M,46.603354,1.8883335,FRA
2192,2192,2022,SE,FT,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M,46.603354,1.8883335,FRA
2193,2193,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2194,2194,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2195,2195,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2196,2196,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2197,2197,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2198,2198,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
2199,2199,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,39.3260685,-4.8379791,ESP
2200,2200,2022,SE,FT,Data Engineer,40000,EUR,42026,ES,0,ES,M,39.3260685,-4.8379791,ESP
2201,2201,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,39.7837304,-100.445882,USA
2202,2202,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2203,2203,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,39.7837304,-100.445882,USA
2204,2204,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2205,2205,2022,EN,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L,51.1638175,10.4478313,DEU
2206,2206,2022,EN,FT,3D Computer Vision Researcher,50000,USD,50000,US,100,CR,S,39.7837304,-100.445882,USA
2207,2207,2022,SE,FT,Data Engineer,230000,USD,230000,US,0,US,L,39.7837304,-100.445882,USA
2208,2208,2022,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L,39.7837304,-100.445882,USA
2209,2209,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2210,2210,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
2211,2211,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
2212,2212,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2213,2213,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
2214,2214,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
2215,2215,2022,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,39.7837304,-100.445882,USA
2216,2216,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2217,2217,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2218,2218,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2219,2219,2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0,US,M,39.7837304,-100.445882,USA
2220,2220,2022,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,39.7837304,-100.445882,USA
2221,2221,2022,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
2222,2222,2022,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M,39.7837304,-100.445882,USA
2223,2223,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
2224,2224,2022,SE,FT,Data Engineer,179500,USD,179500,US,0,US,M,39.7837304,-100.445882,USA
2225,2225,2022,SE,FT,Data Engineer,134000,USD,134000,US,0,US,M,39.7837304,-100.445882,USA
2226,2226,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
2227,2227,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2228,2228,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2229,2229,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2230,2230,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,39.7837304,-100.445882,USA
2231,2231,2022,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,39.7837304,-100.445882,USA
2232,2232,2022,SE,FT,Data Architect,235000,USD,235000,US,100,US,M,39.7837304,-100.445882,USA
2233,2233,2022,SE,FT,Data Architect,175000,USD,175000,US,100,US,M,39.7837304,-100.445882,USA
2234,2234,2022,EN,FT,Data Science Consultant,26000,EUR,27317,ES,50,ES,L,39.3260685,-4.8379791,ESP
2235,2235,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,39.7837304,-100.445882,USA
2236,2236,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,39.7837304,-100.445882,USA
2237,2237,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,39.3260685,-4.8379791,ESP
2238,2238,2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,39.3260685,-4.8379791,ESP
2239,2239,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,39.7837304,-100.445882,USA
2240,2240,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,39.7837304,-100.445882,USA
2241,2241,2022,MI,FT,Data Specialist,165000,USD,165000,US,0,US,M,39.7837304,-100.445882,USA
2242,2242,2022,MI,FT,Data Specialist,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2243,2243,2022,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M,39.7837304,-100.445882,USA
2244,2244,2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M,39.7837304,-100.445882,USA
2245,2245,2022,MI,FT,Deep Learning Engineer,70000,GBP,86193,GB,100,GB,M,54.7023545,-3.2765753,GBR
2246,2246,2022,MI,FT,Deep Learning Engineer,40000,GBP,49253,GB,100,GB,M,54.7023545,-3.2765753,GBR
2247,2247,2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,39.7837304,-100.445882,USA
2248,2248,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2249,2249,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,39.3260685,-4.8379791,ESP
2250,2250,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,39.3260685,-4.8379791,ESP
2251,2251,2022,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M,39.7837304,-100.445882,USA
2252,2252,2022,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M,39.7837304,-100.445882,USA
2253,2253,2022,EN,FL,Machine Learning Engineer,100000,USD,100000,IR,100,IR,M,32.6475314,54.5643516,IRN
2254,2254,2022,MI,FT,BI Data Analyst,100000,EUR,105066,FR,50,FR,M,46.603354,1.8883335,FRA
2255,2255,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2256,2256,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2257,2257,2022,MI,FT,Analytics Engineer,85000,GBP,104663,GB,0,GB,M,54.7023545,-3.2765753,GBR
2258,2258,2022,MI,FT,Analytics Engineer,60000,GBP,73880,GB,0,GB,M,54.7023545,-3.2765753,GBR
2259,2259,2022,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,39.7837304,-100.445882,USA
2260,2260,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M,39.7837304,-100.445882,USA
2261,2261,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,39.7837304,-100.445882,USA
2262,2262,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,39.7837304,-100.445882,USA
2263,2263,2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M,39.7837304,-100.445882,USA
2264,2264,2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M,39.7837304,-100.445882,USA
2265,2265,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2266,2266,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2267,2267,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2268,2268,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2269,2269,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2270,2270,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
2271,2271,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,39.7837304,-100.445882,USA
2272,2272,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,39.7837304,-100.445882,USA
2273,2273,2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M,61.0666922,-107.991707,CAN
2274,2274,2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M,61.0666922,-107.991707,CAN
2275,2275,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
2276,2276,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
2277,2277,2022,SE,FT,Data Engineer,60000,EUR,63040,PT,0,PT,M,39.6621648,-8.1353519,PRT
2278,2278,2022,SE,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M,39.6621648,-8.1353519,PRT
2279,2279,2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,39.7837304,-100.445882,USA
2280,2280,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,39.7837304,-100.445882,USA
2281,2281,2022,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,39.7837304,-100.445882,USA
2282,2282,2022,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,39.7837304,-100.445882,USA
2283,2283,2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M,39.7837304,-100.445882,USA
2284,2284,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,39.7837304,-100.445882,USA
2285,2285,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,39.7837304,-100.445882,USA
2286,2286,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,39.7837304,-100.445882,USA
2287,2287,2022,MI,FT,Data Engineer,161000,USD,161000,US,100,US,M,39.7837304,-100.445882,USA
2288,2288,2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M,39.7837304,-100.445882,USA
2289,2289,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,39.7837304,-100.445882,USA
2290,2290,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,39.7837304,-100.445882,USA
2291,2291,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2292,2292,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2293,2293,2022,SE,FT,Data Science Manager,247500,USD,247500,US,0,US,M,39.7837304,-100.445882,USA
2294,2294,2022,SE,FT,Data Science Manager,172200,USD,172200,US,0,US,M,39.7837304,-100.445882,USA
2295,2295,2022,SE,FT,Data Management Specialist,65000,EUR,68293,IT,0,IT,L,42.6384261,12.674297,ITA
2296,2296,2022,SE,FT,Data Analyst,177000,USD,177000,US,0,US,M,39.7837304,-100.445882,USA
2297,2297,2022,SE,FT,Data Analyst,131000,USD,131000,US,0,US,M,39.7837304,-100.445882,USA
2298,2298,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,39.7837304,-100.445882,USA
2299,2299,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,39.7837304,-100.445882,USA
2300,2300,2022,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,39.7837304,-100.445882,USA
2301,2301,2022,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M,39.7837304,-100.445882,USA
2302,2302,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
2303,2303,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
2304,2304,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M,39.7837304,-100.445882,USA
2305,2305,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M,39.7837304,-100.445882,USA
2306,2306,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2307,2307,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2308,2308,2022,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,39.7837304,-100.445882,USA
2309,2309,2022,MI,FT,Data Engineer,65000,USD,65000,US,0,US,M,39.7837304,-100.445882,USA
2310,2310,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2311,2311,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2312,2312,2022,SE,FT,Data Engineer,50000,GBP,61566,GB,100,GB,M,54.7023545,-3.2765753,GBR
2313,2313,2022,SE,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M,54.7023545,-3.2765753,GBR
2314,2314,2022,MI,FT,Data Engineer,175000,USD,175000,US,100,US,M,39.7837304,-100.445882,USA
2315,2315,2022,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2316,2316,2022,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M,39.7837304,-100.445882,USA
2317,2317,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M,39.7837304,-100.445882,USA
2318,2318,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M,39.7837304,-100.445882,USA
2319,2319,2022,SE,FT,Analytics Engineer,193750,USD,193750,US,100,US,M,39.7837304,-100.445882,USA
2320,2320,2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100,US,M,39.7837304,-100.445882,USA
2321,2321,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M,39.7837304,-100.445882,USA
2322,2322,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M,39.7837304,-100.445882,USA
2323,2323,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M,39.7837304,-100.445882,USA
2324,2324,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M,39.7837304,-100.445882,USA
2325,2325,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M,39.7837304,-100.445882,USA
2326,2326,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M,39.7837304,-100.445882,USA
2327,2327,2022,SE,FT,Data Engineer,193750,USD,193750,US,100,US,M,39.7837304,-100.445882,USA
2328,2328,2022,SE,FT,Data Engineer,116250,USD,116250,US,100,US,M,39.7837304,-100.445882,USA
2329,2329,2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M,39.7837304,-100.445882,USA
2330,2330,2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M,39.7837304,-100.445882,USA
2331,2331,2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M,39.7837304,-100.445882,USA
2332,2332,2022,SE,FT,Research Scientist,196000,USD,196000,US,100,US,M,39.7837304,-100.445882,USA
2333,2333,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,39.7837304,-100.445882,USA
2334,2334,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,39.7837304,-100.445882,USA
2335,2335,2021,MI,FL,Autonomous Vehicle Technician,45555,USD,45555,AS,50,BS,M,26.4073841,93.2551303,ASM
2336,2336,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2337,2337,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2338,2338,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,39.3260685,-4.8379791,ESP
2339,2339,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,39.3260685,-4.8379791,ESP
2340,2340,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,39.7837304,-100.445882,USA
2341,2341,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,39.7837304,-100.445882,USA
2342,2342,2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M,39.7837304,-100.445882,USA
2343,2343,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M,39.7837304,-100.445882,USA
2344,2344,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2345,2345,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2346,2346,2022,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,39.7837304,-100.445882,USA
2347,2347,2022,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,39.7837304,-100.445882,USA
2348,2348,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
2349,2349,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,39.7837304,-100.445882,USA
2350,2350,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,39.7837304,-100.445882,USA
2351,2351,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2352,2352,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,39.7837304,-100.445882,USA
2353,2353,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
2354,2354,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2355,2355,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2356,2356,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,39.7837304,-100.445882,USA
2357,2357,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,39.7837304,-100.445882,USA
2358,2358,2022,EN,FT,Data Scientist,6600000,HUF,17684,HU,100,HU,M,47.1817585,19.5060937,HUN
2359,2359,2022,SE,FT,Data Science Tech Lead,375000,USD,375000,US,50,US,L,39.7837304,-100.445882,USA
2360,2360,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,39.7837304,-100.445882,USA
2361,2361,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2362,2362,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,39.7837304,-100.445882,USA
2363,2363,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,39.7837304,-100.445882,USA
2364,2364,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
2365,2365,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
2366,2366,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,39.7837304,-100.445882,USA
2367,2367,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,39.7837304,-100.445882,USA
2368,2368,2022,MI,FT,Machine Learning Engineer,85000,GBP,104663,GB,0,GB,M,54.7023545,-3.2765753,GBR
2369,2369,2022,MI,FT,Machine Learning Engineer,65000,GBP,80036,GB,0,GB,M,54.7023545,-3.2765753,GBR
2370,2370,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2371,2371,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
2372,2372,2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M,39.7837304,-100.445882,USA
2373,2373,2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M,39.7837304,-100.445882,USA
2374,2374,2022,SE,FT,Data Scientist,350000,USD,350000,US,100,US,M,39.7837304,-100.445882,USA
2375,2375,2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2376,2376,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,39.7837304,-100.445882,USA
2377,2377,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,39.7837304,-100.445882,USA
2378,2378,2022,EN,PT,BI Analyst,12000,USD,12000,MX,100,US,L,23.6585116,-102.0077097,MEX
2379,2379,2022,MI,FT,Machine Learning Engineer,100000,CHF,104697,CH,100,CH,L,46.7985624,8.2319736,CHE
2380,2380,2022,EN,FT,Machine Learning Developer,33000,USD,33000,IT,100,DE,S,42.6384261,12.674297,ITA
2381,2381,2022,EN,FT,Machine Learning Scientist,33000,EUR,34672,IT,100,DE,S,42.6384261,12.674297,ITA
2382,2382,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,0,US,M,39.7837304,-100.445882,USA
2383,2383,2022,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0,US,M,39.7837304,-100.445882,USA
2384,2384,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,39.7837304,-100.445882,USA
2385,2385,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
2386,2386,2022,SE,FT,Data Analyst,154560,USD,154560,US,0,US,M,39.7837304,-100.445882,USA
2387,2387,2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M,39.7837304,-100.445882,USA
2388,2388,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
2389,2389,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
2390,2390,2022,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M,39.7837304,-100.445882,USA
2391,2391,2022,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,39.7837304,-100.445882,USA
2392,2392,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
2393,2393,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,39.7837304,-100.445882,USA
2394,2394,2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M,39.7837304,-100.445882,USA
2395,2395,2022,SE,FT,Data Scientist,172200,USD,172200,US,0,US,M,39.7837304,-100.445882,USA
2396,2396,2022,SE,FT,Data Scientist,177500,USD,177500,US,100,US,M,39.7837304,-100.445882,USA
2397,2397,2022,SE,FT,Data Scientist,134000,USD,134000,US,100,US,M,39.7837304,-100.445882,USA
2398,2398,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
2399,2399,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
